Table with row headers in column A and column headers in row 4,,,,,,,,,,,
"CORE BASED STATISTICAL AREAS (CBSAs) AND COMBINED STATISTICAL AREAS (CSAs), ",,,,,,,,,,,
DECEMBER 2009,,,,,,,,,,,
CBSA Code,Metro Division Code,CSA Code,CBSA Title,Level of CBSA,"Status, 1=metro 2=micro",Metropolitan Division Title,CSA Title,Component Name,State,FIPS,County Status
19620,,,"Del Rio, TX",Micropolitan Statistical Area,2,,,Val Verde County,Texas,48465,Central
19660,,422,"Deltona-Daytona Beach-Ormond Beach, FL",Metropolitan Statistical Area,1,,"Orlando-Deltona-Daytona Beach, FL",Volusia County,Florida,12127,Central
19700,,,"Deming, NM",Micropolitan Statistical Area,2,,,Luna County,New Mexico,35029,Central
19740,,216,"Denver-Aurora-Broomfield, CO",Metropolitan Statistical Area,1,,"Denver-Aurora-Boulder, CO",Adams County,Colorado,08001,Central
19740,,216,"Denver-Aurora-Broomfield, CO",Metropolitan Statistical Area,1,,"Denver-Aurora-Boulder, CO",Arapahoe County,Colorado,08005,Central
19740,,216,"Denver-Aurora-Broomfield, CO",Metropolitan Statistical Area,1,,"Denver-Aurora-Boulder, CO",Broomfield County,Colorado,08014,Central
19740,,216,"Denver-Aurora-Broomfield, CO",Metropolitan Statistical Area,1,,"Denver-Aurora-Boulder, CO",Clear Creek County,Colorado,08019,Outlying
19740,,216,"Denver-Aurora-Broomfield, CO",Metropolitan Statistical Area,1,,"Denver-Aurora-Boulder, CO",Denver County,Colorado,08031,Central
19740,,216,"Denver-Aurora-Broomfield, CO",Metropolitan Statistical Area,1,,"Denver-Aurora-Boulder, CO",Douglas County,Colorado,08035,Central
19740,,216,"Denver-Aurora-Broomfield, CO",Metropolitan Statistical Area,1,,"Denver-Aurora-Boulder, CO",Elbert County,Colorado,08039,Outlying
19740,,216,"Denver-Aurora-Broomfield, CO",Metropolitan Statistical Area,1,,"Denver-Aurora-Boulder, CO",Gilpin County,Colorado,08047,Outlying
19740,,216,"Denver-Aurora-Broomfield, CO",Metropolitan Statistical Area,1,,"Denver-Aurora-Boulder, CO",Jefferson County,Colorado,08059,Central
19740,,216,"Denver-Aurora-Broomfield, CO",Metropolitan Statistical Area,1,,"Denver-Aurora-Boulder, CO",Park County,Colorado,08093,Outlying
19760,,256,"DeRidder, LA",Micropolitan Statistical Area,2,,"Fort Polk South-DeRidder, LA",Beauregard Parish,Louisiana,22011,Central
19780,,218,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,1,,"Des Moines-Newton-Pella, IA",Dallas County,Iowa,19049,Central
19780,,218,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,1,,"Des Moines-Newton-Pella, IA",Guthrie County,Iowa,19077,Outlying
19780,,218,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,1,,"Des Moines-Newton-Pella, IA",Madison County,Iowa,19121,Outlying
19780,,218,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,1,,"Des Moines-Newton-Pella, IA",Polk County,Iowa,19153,Central
19780,,218,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,1,,"Des Moines-Newton-Pella, IA",Warren County,Iowa,19181,Outlying
19820,47644,220,"Detroit-Warren-Livonia, MI",Metropolitan Statistical Area,1,"Warren-Troy-Farmington Hills, MI","Detroit-Warren-Flint, MI",Lapeer County,Michigan,26087,Outlying
19820,47644,220,"Detroit-Warren-Livonia, MI",Metropolitan Statistical Area,1,"Warren-Troy-Farmington Hills, MI","Detroit-Warren-Flint, MI",Livingston County,Michigan,26093,Outlying
19820,47644,220,"Detroit-Warren-Livonia, MI",Metropolitan Statistical Area,1,"Warren-Troy-Farmington Hills, MI","Detroit-Warren-Flint, MI",Macomb County,Michigan,26099,Central
19820,47644,220,"Detroit-Warren-Livonia, MI",Metropolitan Statistical Area,1,"Warren-Troy-Farmington Hills, MI","Detroit-Warren-Flint, MI",Oakland County,Michigan,26125,Central
19820,47644,220,"Detroit-Warren-Livonia, MI",Metropolitan Statistical Area,1,"Warren-Troy-Farmington Hills, MI","Detroit-Warren-Flint, MI",St. Clair County,Michigan,26147,Outlying
19820,19804,220,"Detroit-Warren-Livonia, MI",Metropolitan Statistical Area,1,"Detroit-Livonia-Dearborn, MI","Detroit-Warren-Flint, MI",Wayne County,Michigan,26163,Central
19860,,,"Dickinson, ND",Micropolitan Statistical Area,2,,,Billings County,North Dakota,38007,Outlying
19860,,,"Dickinson, ND",Micropolitan Statistical Area,2,,,Stark County,North Dakota,38089,Central
19900,,,"Dillon, SC",Micropolitan Statistical Area,2,,,Dillon County,South Carolina,45033,Central
19940,,,"Dixon, IL",Micropolitan Statistical Area,2,,,Lee County,Illinois,17103,Central
19980,,,"Dodge City, KS",Micropolitan Statistical Area,2,,,Ford County,Kansas,20057,Central
20020,,222,"Dothan, AL",Metropolitan Statistical Area,1,,"Dothan-Enterprise-Ozark, AL",Geneva County,Alabama,01061,Outlying
20020,,222,"Dothan, AL",Metropolitan Statistical Area,1,,"Dothan-Enterprise-Ozark, AL",Henry County,Alabama,01067,Outlying
20020,,222,"Dothan, AL",Metropolitan Statistical Area,1,,"Dothan-Enterprise-Ozark, AL",Houston County,Alabama,01069,Central
20060,,,"Douglas, GA",Micropolitan Statistical Area,2,,,Atkinson County,Georgia,13003,Outlying
20060,,,"Douglas, GA",Micropolitan Statistical Area,2,,,Coffee County,Georgia,13069,Central
20100,,,"Dover, DE",Metropolitan Statistical Area,1,,,Kent County,Delaware,10001,Central
20140,,,"Dublin, GA",Micropolitan Statistical Area,2,,,Johnson County,Georgia,13167,Outlying
20140,,,"Dublin, GA",Micropolitan Statistical Area,2,,,Laurens County,Georgia,13175,Central
20180,,,"DuBois, PA",Micropolitan Statistical Area,2,,,Clearfield County,Pennsylvania,42033,Central
20220,,,"Dubuque, IA",Metropolitan Statistical Area,1,,,Dubuque County,Iowa,19061,Central
20260,,,"Duluth, MN-WI",Metropolitan Statistical Area,1,,,Carlton County,Minnesota,27017,Outlying
20260,,,"Duluth, MN-WI",Metropolitan Statistical Area,1,,,St. Louis County,Minnesota,27137,Central
20260,,,"Duluth, MN-WI",Metropolitan Statistical Area,1,,,Douglas County,Wisconsin,55031,Central
20300,,,"Dumas, TX",Micropolitan Statistical Area,2,,,Moore County,Texas,48341,Central
20340,,,"Duncan, OK",Micropolitan Statistical Area,2,,,Stephens County,Oklahoma,40137,Central
20380,,450,"Dunn, NC",Micropolitan Statistical Area,2,,"Raleigh-Durham-Cary, NC",Harnett County,North Carolina,37085,Central
20420,,,"Durango, CO",Micropolitan Statistical Area,2,,,La Plata County,Colorado,08067,Central
20460,,,"Durant, OK",Micropolitan Statistical Area,2,,,Bryan County,Oklahoma,40013,Central
20500,,450,"Durham-Chapel Hill, NC",Metropolitan Statistical Area,1,,"Raleigh-Durham-Cary, NC",Chatham County,North Carolina,37037,Outlying
20500,,450,"Durham-Chapel Hill, NC",Metropolitan Statistical Area,1,,"Raleigh-Durham-Cary, NC",Durham County,North Carolina,37063,Central
20500,,450,"Durham-Chapel Hill, NC",Metropolitan Statistical Area,1,,"Raleigh-Durham-Cary, NC",Orange County,North Carolina,37135,Central
20500,,450,"Durham-Chapel Hill, NC",Metropolitan Statistical Area,1,,"Raleigh-Durham-Cary, NC",Person County,North Carolina,37145,Outlying
20540,,,"Dyersburg, TN",Micropolitan Statistical Area,2,,,Dyer County,Tennessee,47045,Central
20580,,,"Eagle Pass, TX",Micropolitan Statistical Area,2,,,Maverick County,Texas,48323,Central
20620,,566,"East Liverpool-Salem, OH",Micropolitan Statistical Area,2,,"Youngstown-Warren-East Liverpool, OH-PA",Columbiana County,Ohio,39029,Central
20660,,,"Easton, MD",Micropolitan Statistical Area,2,,,Talbot County,Maryland,24041,Central
20700,,,"East Stroudsburg, PA",Micropolitan Statistical Area,2,,,Monroe County,Pennsylvania,42089,Central
20740,,232,"Eau Claire, WI",Metropolitan Statistical Area,1,,"Eau Claire-Menomonie, WI",Chippewa County,Wisconsin,55017,Central
20740,,232,"Eau Claire, WI",Metropolitan Statistical Area,1,,"Eau Claire-Menomonie, WI",Eau Claire County,Wisconsin,55035,Central
20780,,,"Edwards, CO",Micropolitan Statistical Area,2,,,Eagle County,Colorado,08037,Central
20780,,,"Edwards, CO",Micropolitan Statistical Area,2,,,Lake County,Colorado,08065,Outlying
20820,,,"Effingham, IL",Micropolitan Statistical Area,2,,,Effingham County,Illinois,17049,Central
20900,,,"El Campo, TX",Micropolitan Statistical Area,2,,,Wharton County,Texas,48481,Central
20940,,,"El Centro, CA",Metropolitan Statistical Area,1,,,Imperial County,California,06025,Central
20980,,,"El Dorado, AR",Micropolitan Statistical Area,2,,,Union County,Arkansas,05139,Central
21020,,,"Elizabeth City, NC",Micropolitan Statistical Area,2,,,Camden County,North Carolina,37029,Outlying
21020,,,"Elizabeth City, NC",Micropolitan Statistical Area,2,,,Pasquotank County,North Carolina,37139,Central
21020,,,"Elizabeth City, NC",Micropolitan Statistical Area,2,,,Perquimans County,North Carolina,37143,Outlying
21060,,350,"Elizabethtown, KY",Metropolitan Statistical Area,1,,"Louisville/Jefferson County--Elizabethtown--Scottsburg, KY-IN",Hardin County,Kentucky,21093,Central
21060,,350,"Elizabethtown, KY",Metropolitan Statistical Area,1,,"Louisville/Jefferson County--Elizabethtown--Scottsburg, KY-IN",Larue County,Kentucky,21123,Outlying
21120,,,"Elk City, OK",Micropolitan Statistical Area,2,,,Beckham County,Oklahoma,40009,Central
21140,,515,"Elkhart-Goshen, IN",Metropolitan Statistical Area,1,,"South Bend-Elkhart-Mishawaka, IN-MI",Elkhart County,Indiana,18039,Central
21220,,,"Elko, NV",Micropolitan Statistical Area,2,,,Elko County,Nevada,32007,Central
21220,,,"Elko, NV",Micropolitan Statistical Area,2,,,Eureka County,Nevada,32011,Outlying
21260,,,"Ellensburg, WA",Micropolitan Statistical Area,2,,,Kittitas County,Washington,53037,Central
21300,,,"Elmira, NY",Metropolitan Statistical Area,1,,,Chemung County,New York,36015,Central
21340,,,"El Paso, TX",Metropolitan Statistical Area,1,,,El Paso County,Texas,48141,Central
21380,,,"Emporia, KS",Micropolitan Statistical Area,2,,,Chase County,Kansas,20017,Outlying
21380,,,"Emporia, KS",Micropolitan Statistical Area,2,,,Lyon County,Kansas,20111,Central
21420,,,"Enid, OK",Micropolitan Statistical Area,2,,,Garfield County,Oklahoma,40047,Central
21460,,222,"Enterprise-Ozark, AL",Micropolitan Statistical Area,2,,"Dothan-Enterprise-Ozark, AL",Coffee County,Alabama,01031,Central
21460,,222,"Enterprise-Ozark, AL",Micropolitan Statistical Area,2,,"Dothan-Enterprise-Ozark, AL",Dale County,Alabama,01045,Central
21500,,,"Erie, PA",Metropolitan Statistical Area,1,,,Erie County,Pennsylvania,42049,Central
21540,,,"Escanaba, MI",Micropolitan Statistical Area,2,,,Delta County,Michigan,26041,Central
21580,,492,"Espanola, NM",Micropolitan Statistical Area,2,,"Santa Fe-Espanola, NM",Rio Arriba County,New Mexico,35039,Central
21640,,,"Eufaula, AL-GA",Micropolitan Statistical Area,2,,,Barbour County,Alabama,01005,Central
21640,,,"Eufaula, AL-GA",Micropolitan Statistical Area,2,,,Quitman County,Georgia,13239,Outlying
21660,,,"Eugene-Springfield, OR",Metropolitan Statistical Area,1,,,Lane County,Oregon,41039,Central
21700,,,"Eureka-Arcata-Fortuna, CA",Micropolitan Statistical Area,2,,,Humboldt County,California,06023,Central
21740,,,"Evanston, WY",Micropolitan Statistical Area,2,,,Uinta County,Wyoming,56041,Central
21780,,,"Evansville, IN-KY",Metropolitan Statistical Area,1,,,Gibson County,Indiana,18051,Outlying
21780,,,"Evansville, IN-KY",Metropolitan Statistical Area,1,,,Posey County,Indiana,18129,Outlying
21780,,,"Evansville, IN-KY",Metropolitan Statistical Area,1,,,Vanderburgh County,Indiana,18163,Central
21780,,,"Evansville, IN-KY",Metropolitan Statistical Area,1,,,Warrick County,Indiana,18173,Central
21780,,,"Evansville, IN-KY",Metropolitan Statistical Area,1,,,Henderson County,Kentucky,21101,Central
21780,,,"Evansville, IN-KY",Metropolitan Statistical Area,1,,,Webster County,Kentucky,21233,Outlying
21820,,,"Fairbanks, AK",Metropolitan Statistical Area,1,,,Fairbanks North Star Borough,Alaska,02090,Central
21860,,,"Fairmont, MN",Micropolitan Statistical Area,2,,,Martin County,Minnesota,27091,Central
21900,,242,"Fairmont, WV",Micropolitan Statistical Area,2,,"Fairmont-Clarksburg, WV",Marion County,West Virginia,54049,Central
21940,,490,"Fajardo, PR",Metropolitan Statistical Area,1,,"San Juan-Caguas-Fajardo, PR",Ceiba Municipio,Puerto Rico,72037,Central
21940,,490,"Fajardo, PR",Metropolitan Statistical Area,1,,"San Juan-Caguas-Fajardo, PR",Fajardo Municipio,Puerto Rico,72053,Central
21940,,490,"Fajardo, PR",Metropolitan Statistical Area,1,,"San Juan-Caguas-Fajardo, PR",Luquillo Municipio,Puerto Rico,72089,Central
21980,,,"Fallon, NV",Micropolitan Statistical Area,2,,,Churchill County,Nevada,32001,Central
22020,,244,"Fargo, ND-MN",Metropolitan Statistical Area,1,,"Fargo-Wahpeton, ND-MN",Clay County,Minnesota,27027,Central
22020,,244,"Fargo, ND-MN",Metropolitan Statistical Area,1,,"Fargo-Wahpeton, ND-MN",Cass County,North Dakota,38017,Central
22060,,378,"Faribault-Northfield, MN",Micropolitan Statistical Area,2,,"Minneapolis-St. Paul-St. Cloud, MN-WI",Rice County,Minnesota,27131,Central
22100,,476,"Farmington, MO",Micropolitan Statistical Area,2,,"St. Louis-St. Charles-Farmington, MO-IL",St. Francois County,Missouri,29187,Central
22140,,,"Farmington, NM",Metropolitan Statistical Area,1,,,San Juan County,New Mexico,35045,Central
22180,,,"Fayetteville, NC",Metropolitan Statistical Area,1,,,Cumberland County,North Carolina,37051,Central
22180,,,"Fayetteville, NC",Metropolitan Statistical Area,1,,,Hoke County,North Carolina,37093,Central
22220,,,"Fayetteville-Springdale-Rogers, AR-MO",Metropolitan Statistical Area,1,,,Benton County,Arkansas,05007,Central
22220,,,"Fayetteville-Springdale-Rogers, AR-MO",Metropolitan Statistical Area,1,,,Madison County,Arkansas,05087,Outlying
22220,,,"Fayetteville-Springdale-Rogers, AR-MO",Metropolitan Statistical Area,1,,,Washington County,Arkansas,05143,Central
22220,,,"Fayetteville-Springdale-Rogers, AR-MO",Metropolitan Statistical Area,1,,,McDonald County,Missouri,29119,Outlying
22260,,,"Fergus Falls, MN",Micropolitan Statistical Area,2,,,Otter Tail County,Minnesota,27111,Central
22280,,456,"Fernley, NV",Micropolitan Statistical Area,2,,"Reno-Sparks-Fernley, NV",Lyon County,Nevada,32019,Central
22300,,248,"Findlay, OH",Micropolitan Statistical Area,2,,"Findlay-Tiffin, OH",Hancock County,Ohio,39063,Central
22340,,,"Fitzgerald, GA",Micropolitan Statistical Area,2,,,Ben Hill County,Georgia,13017,Central
22340,,,"Fitzgerald, GA",Micropolitan Statistical Area,2,,,Irwin County,Georgia,13155,Outlying
22380,,,"Flagstaff, AZ",Metropolitan Statistical Area,1,,,Coconino County,Arizona,04005,Central
22420,,220,"Flint, MI",Metropolitan Statistical Area,1,,"Detroit-Warren-Flint, MI",Genesee County,Michigan,26049,Central
22500,,,"Florence, SC",Metropolitan Statistical Area,1,,,Darlington County,South Carolina,45031,Outlying
22500,,,"Florence, SC",Metropolitan Statistical Area,1,,,Florence County,South Carolina,45041,Central
22520,,,"Florence-Muscle Shoals, AL",Metropolitan Statistical Area,1,,,Colbert County,Alabama,01033,Central
22520,,,"Florence-Muscle Shoals, AL",Metropolitan Statistical Area,1,,,Lauderdale County,Alabama,01077,Central
22540,,252,"Fond du Lac, WI",Metropolitan Statistical Area,1,,"Fond du Lac-Beaver Dam, WI",Fond du Lac County,Wisconsin,55039,Central
22580,,,"Forest City, NC",Micropolitan Statistical Area,2,,,Rutherford County,North Carolina,37161,Central
22620,,,"Forrest City, AR",Micropolitan Statistical Area,2,,,St. Francis County,Arkansas,05123,Central
22660,,,"Fort Collins-Loveland, CO",Metropolitan Statistical Area,1,,,Larimer County,Colorado,08069,Central
22700,,,"Fort Dodge, IA",Micropolitan Statistical Area,2,,,Webster County,Iowa,19187,Central
22780,,,"Fort Leonard Wood, MO",Micropolitan Statistical Area,2,,,Pulaski County,Missouri,29169,Central
22800,,,"Fort Madison-Keokuk, IA-MO",Micropolitan Statistical Area,2,,,Lee County,Iowa,19111,Central
22800,,,"Fort Madison-Keokuk, IA-MO",Micropolitan Statistical Area,2,,,Clark County,Missouri,29045,Outlying
22820,,,"Fort Morgan, CO",Micropolitan Statistical Area,2,,,Morgan County,Colorado,08087,Central
22840,,,"Fort Payne, AL",Micropolitan Statistical Area,2,,,DeKalb County,Alabama,01049,Central
22860,,256,"Fort Polk South, LA",Micropolitan Statistical Area,2,,"Fort Polk South-DeRidder, LA",Vernon Parish,Louisiana,22115,Central
22900,,,"Fort Smith, AR-OK",Metropolitan Statistical Area,1,,,Crawford County,Arkansas,05033,Central
22900,,,"Fort Smith, AR-OK",Metropolitan Statistical Area,1,,,Franklin County,Arkansas,05047,Outlying
22900,,,"Fort Smith, AR-OK",Metropolitan Statistical Area,1,,,Sebastian County,Arkansas,05131,Central
22900,,,"Fort Smith, AR-OK",Metropolitan Statistical Area,1,,,Le Flore County,Oklahoma,40079,Outlying
22900,,,"Fort Smith, AR-OK",Metropolitan Statistical Area,1,,,Sequoyah County,Oklahoma,40135,Outlying
22980,,356,"Fort Valley, GA",Micropolitan Statistical Area,2,,"Macon-Warner Robins-Fort Valley, GA",Peach County,Georgia,13225,Central
23060,,258,"Fort Wayne, IN",Metropolitan Statistical Area,1,,"Fort Wayne-Huntington-Auburn, IN",Allen County,Indiana,18003,Central
23060,,258,"Fort Wayne, IN",Metropolitan Statistical Area,1,,"Fort Wayne-Huntington-Auburn, IN",Wells County,Indiana,18179,Outlying
23060,,258,"Fort Wayne, IN",Metropolitan Statistical Area,1,,"Fort Wayne-Huntington-Auburn, IN",Whitley County,Indiana,18183,Outlying
23140,,320,"Frankfort, IN",Micropolitan Statistical Area,2,,"Lafayette-Frankfort, IN",Clinton County,Indiana,18023,Central
23180,,336,"Frankfort, KY",Micropolitan Statistical Area,2,,"Lexington-Fayette--Frankfort--Richmond, KY",Anderson County,Kentucky,21005,Outlying
23180,,336,"Frankfort, KY",Micropolitan Statistical Area,2,,"Lexington-Fayette--Frankfort--Richmond, KY",Franklin County,Kentucky,21073,Central
23240,,,"Fredericksburg, TX",Micropolitan Statistical Area,2,,,Gillespie County,Texas,48171,Central
23300,,466,"Freeport, IL",Micropolitan Statistical Area,2,,"Rockford-Freeport-Rochelle, IL",Stephenson County,Illinois,17177,Central
23340,,420,"Fremont, NE",Micropolitan Statistical Area,2,,"Omaha-Council Bluffs-Fremont, NE-IA",Dodge County,Nebraska,31053,Central
23380,,534,"Fremont, OH",Micropolitan Statistical Area,2,,"Toledo-Fremont, OH",Sandusky County,Ohio,39143,Central
23420,,260,"Fresno, CA",Metropolitan Statistical Area,1,,"Fresno-Madera, CA",Fresno County,California,06019,Central
23460,,,"Gadsden, AL",Metropolitan Statistical Area,1,,,Etowah County,Alabama,01055,Central
23500,,273,"Gaffney, SC",Micropolitan Statistical Area,2,,"Greenville-Spartanburg-Anderson, SC",Cherokee County,South Carolina,45021,Central
23540,,,"Gainesville, FL",Metropolitan Statistical Area,1,,,Alachua County,Florida,12001,Central
23540,,,"Gainesville, FL",Metropolitan Statistical Area,1,,,Gilchrist County,Florida,12041,Outlying
23580,,122,"Gainesville, GA",Metropolitan Statistical Area,1,,"Atlanta-Sandy Springs-Gainesville, GA-AL",Hall County,Georgia,13139,Central
23620,,206,"Gainesville, TX",Micropolitan Statistical Area,2,,"Dallas-Fort Worth, TX",Cooke County,Texas,48097,Central
23660,,,"Galesburg, IL",Micropolitan Statistical Area,2,,,Knox County,Illinois,17095,Central
23660,,,"Galesburg, IL",Micropolitan Statistical Area,2,,,Warren County,Illinois,17187,Outlying
23700,,,"Gallup, NM",Micropolitan Statistical Area,2,,,McKinley County,New Mexico,35031,Central
23780,,,"Garden City, KS",Micropolitan Statistical Area,2,,,Finney County,Kansas,20055,Central
23820,,472,"Gardnerville Ranchos, NV",Micropolitan Statistical Area,2,,"Sacramento--Arden-Arcade--Yuba City, CA-NV",Douglas County,Nevada,32005,Central
23860,,396,"Georgetown, SC",Micropolitan Statistical Area,2,,"Myrtle Beach-Conway-Georgetown, SC",Georgetown County,South Carolina,45043,Central
23900,,564,"Gettysburg, PA",Micropolitan Statistical Area,2,,"York-Hanover-Gettysburg, PA",Adams County,Pennsylvania,42001,Central
23940,,,"Gillette, WY",Micropolitan Statistical Area,2,,,Campbell County,Wyoming,56005,Central
23980,,,"Glasgow, KY",Micropolitan Statistical Area,2,,,Barren County,Kentucky,21009,Central
23980,,,"Glasgow, KY",Micropolitan Statistical Area,2,,,Metcalfe County,Kentucky,21169,Outlying
24020,,104,"Glens Falls, NY",Metropolitan Statistical Area,1,,"Albany-Schenectady-Amsterdam, NY",Warren County,New York,36113,Central
24020,,104,"Glens Falls, NY",Metropolitan Statistical Area,1,,"Albany-Schenectady-Amsterdam, NY",Washington County,New York,36115,Central
24100,,104,"Gloversville, NY",Micropolitan Statistical Area,2,,"Albany-Schenectady-Amsterdam, NY",Fulton County,New York,36035,Central
24140,,,"Goldsboro, NC",Metropolitan Statistical Area,1,,,Wayne County,North Carolina,37191,Central
24180,,206,"Granbury, TX",Micropolitan Statistical Area,2,,"Dallas-Fort Worth, TX",Hood County,Texas,48221,Central
24180,,206,"Granbury, TX",Micropolitan Statistical Area,2,,"Dallas-Fort Worth, TX",Somervell County,Texas,48425,Outlying
24220,,,"Grand Forks, ND-MN",Metropolitan Statistical Area,1,,,Polk County,Minnesota,27119,Central
24220,,,"Grand Forks, ND-MN",Metropolitan Statistical Area,1,,,Grand Forks County,North Dakota,38035,Central
24260,,,"Grand Island, NE",Micropolitan Statistical Area,2,,,Hall County,Nebraska,31079,Central
24260,,,"Grand Island, NE",Micropolitan Statistical Area,2,,,Howard County,Nebraska,31093,Outlying
24260,,,"Grand Island, NE",Micropolitan Statistical Area,2,,,Merrick County,Nebraska,31121,Outlying
24300,,,"Grand Junction, CO",Metropolitan Statistical Area,1,,,Mesa County,Colorado,08077,Central
24340,,266,"Grand Rapids-Wyoming, MI",Metropolitan Statistical Area,1,,"Grand Rapids-Muskegon-Holland, MI",Barry County,Michigan,26015,Outlying
24340,,266,"Grand Rapids-Wyoming, MI",Metropolitan Statistical Area,1,,"Grand Rapids-Muskegon-Holland, MI",Ionia County,Michigan,26067,Outlying
24340,,266,"Grand Rapids-Wyoming, MI",Metropolitan Statistical Area,1,,"Grand Rapids-Muskegon-Holland, MI",Kent County,Michigan,26081,Central
24340,,266,"Grand Rapids-Wyoming, MI",Metropolitan Statistical Area,1,,"Grand Rapids-Muskegon-Holland, MI",Newaygo County,Michigan,26123,Outlying
24380,,,"Grants, NM",Micropolitan Statistical Area,2,,,Cibola County,New Mexico,35006,Central
24420,,,"Grants Pass, OR",Micropolitan Statistical Area,2,,,Josephine County,Oregon,41033,Central
24460,,,"Great Bend, KS",Micropolitan Statistical Area,2,,,Barton County,Kansas,20009,Central
24500,,,"Great Falls, MT",Metropolitan Statistical Area,1,,,Cascade County,Montana,30013,Central
24540,,216,"Greeley, CO",Metropolitan Statistical Area,1,,"Denver-Aurora-Boulder, CO",Weld County,Colorado,08123,Central
24580,,,"Green Bay, WI",Metropolitan Statistical Area,1,,,Brown County,Wisconsin,55009,Central
24580,,,"Green Bay, WI",Metropolitan Statistical Area,1,,,Kewaunee County,Wisconsin,55061,Outlying
24580,,,"Green Bay, WI",Metropolitan Statistical Area,1,,,Oconto County,Wisconsin,55083,Outlying
24620,,,"Greeneville, TN",Micropolitan Statistical Area,2,,,Greene County,Tennessee,47059,Central
24660,,268,"Greensboro-High Point, NC",Metropolitan Statistical Area,1,,"Greensboro--Winston-Salem--High Point, NC",Guilford County,North Carolina,37081,Central
24660,,268,"Greensboro-High Point, NC",Metropolitan Statistical Area,1,,"Greensboro--Winston-Salem--High Point, NC",Randolph County,North Carolina,37151,Outlying
24660,,268,"Greensboro-High Point, NC",Metropolitan Statistical Area,1,,"Greensboro--Winston-Salem--High Point, NC",Rockingham County,North Carolina,37157,Outlying
24700,,,"Greensburg, IN",Micropolitan Statistical Area,2,,,Decatur County,Indiana,18031,Central
24740,,,"Greenville, MS",Micropolitan Statistical Area,2,,,Washington County,Mississippi,28151,Central
24780,,,"Greenville, NC",Metropolitan Statistical Area,1,,,Greene County,North Carolina,37079,Outlying
24780,,,"Greenville, NC",Metropolitan Statistical Area,1,,,Pitt County,North Carolina,37147,Central
24820,,212,"Greenville, OH",Micropolitan Statistical Area,2,,"Dayton-Springfield-Greenville, OH",Darke County,Ohio,39037,Central
24860,,273,"Greenville-Mauldin-Easley, SC",Metropolitan Statistical Area,1,,"Greenville-Spartanburg-Anderson, SC",Greenville County,South Carolina,45045,Central
24860,,273,"Greenville-Mauldin-Easley, SC",Metropolitan Statistical Area,1,,"Greenville-Spartanburg-Anderson, SC",Laurens County,South Carolina,45059,Outlying
24860,,273,"Greenville-Mauldin-Easley, SC",Metropolitan Statistical Area,1,,"Greenville-Spartanburg-Anderson, SC",Pickens County,South Carolina,45077,Central
24900,,,"Greenwood, MS",Micropolitan Statistical Area,2,,,Carroll County,Mississippi,28015,Outlying
24900,,,"Greenwood, MS",Micropolitan Statistical Area,2,,,Leflore County,Mississippi,28083,Central
24940,,,"Greenwood, SC",Micropolitan Statistical Area,2,,,Greenwood County,South Carolina,45047,Central
24980,,,"Grenada, MS",Micropolitan Statistical Area,2,,,Grenada County,Mississippi,28043,Central
25020,,,"Guayama, PR",Metropolitan Statistical Area,1,,,Arroyo Municipio,Puerto Rico,72015,Central
25020,,,"Guayama, PR",Metropolitan Statistical Area,1,,,Guayama Municipio,Puerto Rico,72057,Central
25020,,,"Guayama, PR",Metropolitan Statistical Area,1,,,Patillas Municipio,Puerto Rico,72109,Central
25060,,274,"Gulfport-Biloxi, MS",Metropolitan Statistical Area,1,,"Gulfport-Biloxi-Pascagoula, MS",Hancock County,Mississippi,28045,Central
25060,,274,"Gulfport-Biloxi, MS",Metropolitan Statistical Area,1,,"Gulfport-Biloxi-Pascagoula, MS",Harrison County,Mississippi,28047,Central
25060,,274,"Gulfport-Biloxi, MS",Metropolitan Statistical Area,1,,"Gulfport-Biloxi-Pascagoula, MS",Stone County,Mississippi,28131,Outlying
25100,,,"Guymon, OK",Micropolitan Statistical Area,2,,,Texas County,Oklahoma,40139,Central
25180,,,"Hagerstown-Martinsburg, MD-WV",Metropolitan Statistical Area,1,,,Washington County,Maryland,24043,Central
25180,,,"Hagerstown-Martinsburg, MD-WV",Metropolitan Statistical Area,1,,,Berkeley County,West Virginia,54003,Central
25180,,,"Hagerstown-Martinsburg, MD-WV",Metropolitan Statistical Area,1,,,Morgan County,West Virginia,54065,Outlying
25220,,,"Hammond, LA",Micropolitan Statistical Area,2,,,Tangipahoa Parish,Louisiana,22105,Central
25260,,,"Hanford-Corcoran, CA",Metropolitan Statistical Area,1,,,Kings County,California,06031,Central
25300,,,"Hannibal, MO",Micropolitan Statistical Area,2,,,Marion County,Missouri,29127,Central
25300,,,"Hannibal, MO",Micropolitan Statistical Area,2,,,Ralls County,Missouri,29173,Outlying
25340,,314,"Harriman, TN",Micropolitan Statistical Area,2,,"Knoxville-Sevierville-La Follette, TN",Roane County,Tennessee,47145,Central
25380,,,"Harrisburg, IL",Micropolitan Statistical Area,2,,,Saline County,Illinois,17165,Central
