Table with row headers in column A and column headers in row 4,,,,,,,,,,,
"CORE BASED STATISTICAL AREAS (CBSAs) AND COMBINED STATISTICAL AREAS (CSAs), ",,,,,,,,,,,
DECEMBER 2009,,,,,,,,,,,
CBSA Code,Metro Division Code,CSA Code,CBSA Title,Level of CBSA,"Status, 1=metro 2=micro",Metropolitan Division Title,CSA Title,Component Name,State,FIPS,County Status
31340,,,"Lynchburg, VA",Metropolitan Statistical Area,1,,,Bedford County,Virginia,51019,Central
31340,,,"Lynchburg, VA",Metropolitan Statistical Area,1,,,Campbell County,Virginia,51031,Central
31340,,,"Lynchburg, VA",Metropolitan Statistical Area,1,,,Bedford city,Virginia,51515,Central
31340,,,"Lynchburg, VA",Metropolitan Statistical Area,1,,,Lynchburg city,Virginia,51680,Central
31380,,,"Macomb, IL",Micropolitan Statistical Area,2,,,McDonough County,Illinois,17109,Central
31420,,356,"Macon, GA",Metropolitan Statistical Area,1,,"Macon-Warner Robins-Fort Valley, GA",Bibb County,Georgia,13021,Central
31420,,356,"Macon, GA",Metropolitan Statistical Area,1,,"Macon-Warner Robins-Fort Valley, GA",Crawford County,Georgia,13079,Outlying
31420,,356,"Macon, GA",Metropolitan Statistical Area,1,,"Macon-Warner Robins-Fort Valley, GA",Jones County,Georgia,13169,Outlying
31420,,356,"Macon, GA",Metropolitan Statistical Area,1,,"Macon-Warner Robins-Fort Valley, GA",Monroe County,Georgia,13207,Outlying
31420,,356,"Macon, GA",Metropolitan Statistical Area,1,,"Macon-Warner Robins-Fort Valley, GA",Twiggs County,Georgia,13289,Outlying
31460,,260,"Madera-Chowchilla, CA",Metropolitan Statistical Area,1,,"Fresno-Madera, CA",Madera County,California,06039,Central
31500,,,"Madison, IN",Micropolitan Statistical Area,2,,,Jefferson County,Indiana,18077,Central
31540,,358,"Madison, WI",Metropolitan Statistical Area,1,,"Madison-Baraboo, WI",Columbia County,Wisconsin,55021,Outlying
31540,,358,"Madison, WI",Metropolitan Statistical Area,1,,"Madison-Baraboo, WI",Dane County,Wisconsin,55025,Central
31540,,358,"Madison, WI",Metropolitan Statistical Area,1,,"Madison-Baraboo, WI",Iowa County,Wisconsin,55049,Outlying
31580,,,"Madisonville, KY",Micropolitan Statistical Area,2,,,Hopkins County,Kentucky,21107,Central
31620,,,"Magnolia, AR",Micropolitan Statistical Area,2,,,Columbia County,Arkansas,05027,Central
31660,,,"Malone, NY",Micropolitan Statistical Area,2,,,Franklin County,New York,36033,Central
31700,,148,"Manchester-Nashua, NH",Metropolitan Statistical Area,1,,"Boston-Worcester-Manchester, MA-RI-NH",Hillsborough County,New Hampshire,33011,Central
31740,,,"Manhattan, KS",Metropolitan Statistical Area,1,,,Geary County,Kansas,20061,Outlying
31740,,,"Manhattan, KS",Metropolitan Statistical Area,1,,,Pottawatomie County,Kansas,20149,Outlying
31740,,,"Manhattan, KS",Metropolitan Statistical Area,1,,,Riley County,Kansas,20161,Central
31820,,,"Manitowoc, WI",Micropolitan Statistical Area,2,,,Manitowoc County,Wisconsin,55071,Central
31860,,,"Mankato-North Mankato, MN",Metropolitan Statistical Area,1,,,Blue Earth County,Minnesota,27013,Central
31860,,,"Mankato-North Mankato, MN",Metropolitan Statistical Area,1,,,Nicollet County,Minnesota,27103,Central
31900,,360,"Mansfield, OH",Metropolitan Statistical Area,1,,"Mansfield-Bucyrus, OH",Richland County,Ohio,39139,Central
31920,,126,"Marble Falls, TX",Micropolitan Statistical Area,2,,"Austin-Round Rock-Marble Falls, TX",Burnet County,Texas,48053,Central
31940,,,"Marinette, WI-MI",Micropolitan Statistical Area,2,,,Menominee County,Michigan,26109,Central
31940,,,"Marinette, WI-MI",Micropolitan Statistical Area,2,,,Marinette County,Wisconsin,55075,Central
31980,,,"Marion, IN",Micropolitan Statistical Area,2,,,Grant County,Indiana,18053,Central
32020,,198,"Marion, OH",Micropolitan Statistical Area,2,,"Columbus-Marion-Chillicothe, OH",Marion County,Ohio,39101,Central
32060,,166,"Marion-Herrin, IL",Micropolitan Statistical Area,2,,"Carbondale-Marion-Herrin, IL",Williamson County,Illinois,17199,Central
32100,,,"Marquette, MI",Micropolitan Statistical Area,2,,,Marquette County,Michigan,26103,Central
32140,,,"Marshall, MN",Micropolitan Statistical Area,2,,,Lyon County,Minnesota,27083,Central
32180,,,"Marshall, MO",Micropolitan Statistical Area,2,,,Saline County,Missouri,29195,Central
32220,,346,"Marshall, TX",Micropolitan Statistical Area,2,,"Longview-Marshall, TX",Harrison County,Texas,48203,Central
32260,,,"Marshalltown, IA",Micropolitan Statistical Area,2,,,Marshall County,Iowa,19127,Central
32270,,,"Marshfield-Wisconsin Rapids, WI",Micropolitan Statistical Area,2,,,Wood County,Wisconsin,55141,Central
32280,,542,"Martin, TN",Micropolitan Statistical Area,2,,"Union City-Martin, TN-KY",Weakley County,Tennessee,47183,Central
32300,,,"Martinsville, VA",Micropolitan Statistical Area,2,,,Henry County,Virginia,51089,Central
32300,,,"Martinsville, VA",Micropolitan Statistical Area,2,,,Martinsville city,Virginia,51690,Central
32340,,,"Maryville, MO",Micropolitan Statistical Area,2,,,Nodaway County,Missouri,29147,Central
32380,,,"Mason City, IA",Micropolitan Statistical Area,2,,,Cerro Gordo County,Iowa,19033,Central
32380,,,"Mason City, IA",Micropolitan Statistical Area,2,,,Worth County,Iowa,19195,Outlying
32420,,364,"Mayagüez, PR",Metropolitan Statistical Area,1,,"Mayagüez-San Germán-Cabo Rojo, PR",Hormigueros Municipio,Puerto Rico,72067,Central
32420,,364,"Mayagüez, PR",Metropolitan Statistical Area,1,,"Mayagüez-San Germán-Cabo Rojo, PR",Mayagüez Municipio,Puerto Rico,72097,Central
32460,,424,"Mayfield, KY",Micropolitan Statistical Area,2,,"Paducah-Mayfield, KY-IL",Graves County,Kentucky,21083,Central
32500,,,"Maysville, KY",Micropolitan Statistical Area,2,,,Lewis County,Kentucky,21135,Outlying
32500,,,"Maysville, KY",Micropolitan Statistical Area,2,,,Mason County,Kentucky,21161,Central
32540,,,"McAlester, OK",Micropolitan Statistical Area,2,,,Pittsburg County,Oklahoma,40121,Central
32580,,,"McAllen-Edinburg-Mission, TX",Metropolitan Statistical Area,1,,,Hidalgo County,Texas,48215,Central
32620,,,"McComb, MS",Micropolitan Statistical Area,2,,,Amite County,Mississippi,28005,Outlying
32620,,,"McComb, MS",Micropolitan Statistical Area,2,,,Pike County,Mississippi,28113,Central
32660,,,"McMinnville, TN",Micropolitan Statistical Area,2,,,Warren County,Tennessee,47177,Central
32700,,,"McPherson, KS",Micropolitan Statistical Area,2,,,McPherson County,Kansas,20113,Central
32740,,,"Meadville, PA",Micropolitan Statistical Area,2,,,Crawford County,Pennsylvania,42039,Central
32780,,,"Medford, OR",Metropolitan Statistical Area,1,,,Jackson County,Oregon,41029,Central
32820,,,"Memphis, TN-MS-AR",Metropolitan Statistical Area,1,,,Crittenden County,Arkansas,05035,Central
32820,,,"Memphis, TN-MS-AR",Metropolitan Statistical Area,1,,,DeSoto County,Mississippi,28033,Central
32820,,,"Memphis, TN-MS-AR",Metropolitan Statistical Area,1,,,Marshall County,Mississippi,28093,Outlying
32820,,,"Memphis, TN-MS-AR",Metropolitan Statistical Area,1,,,Tate County,Mississippi,28137,Outlying
32820,,,"Memphis, TN-MS-AR",Metropolitan Statistical Area,1,,,Tunica County,Mississippi,28143,Outlying
32820,,,"Memphis, TN-MS-AR",Metropolitan Statistical Area,1,,,Fayette County,Tennessee,47047,Outlying
32820,,,"Memphis, TN-MS-AR",Metropolitan Statistical Area,1,,,Shelby County,Tennessee,47157,Central
32820,,,"Memphis, TN-MS-AR",Metropolitan Statistical Area,1,,,Tipton County,Tennessee,47167,Outlying
32860,,232,"Menomonie, WI",Micropolitan Statistical Area,2,,"Eau Claire-Menomonie, WI",Dunn County,Wisconsin,55033,Central
32900,,,"Merced, CA",Metropolitan Statistical Area,1,,,Merced County,California,06047,Central
32940,,,"Meridian, MS",Micropolitan Statistical Area,2,,,Clarke County,Mississippi,28023,Outlying
32940,,,"Meridian, MS",Micropolitan Statistical Area,2,,,Kemper County,Mississippi,28069,Outlying
32940,,,"Meridian, MS",Micropolitan Statistical Area,2,,,Lauderdale County,Mississippi,28075,Central
32980,,554,"Merrill, WI",Micropolitan Statistical Area,2,,"Wausau-Merrill, WI",Lincoln County,Wisconsin,55069,Central
33020,,,"Mexico, MO",Micropolitan Statistical Area,2,,,Audrain County,Missouri,29007,Central
33060,,,"Miami, OK",Micropolitan Statistical Area,2,,,Ottawa County,Oklahoma,40115,Central
33100,22744,,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan Statistical Area,1,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL",,Broward County,Florida,12011,Central
33100,33124,,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan Statistical Area,1,"Miami-Miami Beach-Kendall, FL",,Miami-Dade County,Florida,12086,Central
33100,48424,,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan Statistical Area,1,"West Palm Beach-Boca Raton-Boynton Beach, FL",,Palm Beach County,Florida,12099,Central
33140,,176,"Michigan City-La Porte, IN",Metropolitan Statistical Area,1,,"Chicago-Naperville-Michigan City, IL-IN-WI",LaPorte County,Indiana,18091,Central
33180,,,"Middlesborough, KY",Micropolitan Statistical Area,2,,,Bell County,Kentucky,21013,Central
33220,,,"Midland, MI",Micropolitan Statistical Area,2,,,Midland County,Michigan,26111,Central
33260,,372,"Midland, TX",Metropolitan Statistical Area,1,,"Midland-Odessa, TX",Midland County,Texas,48329,Central
33300,,,"Milledgeville, GA",Micropolitan Statistical Area,2,,,Baldwin County,Georgia,13009,Central
33300,,,"Milledgeville, GA",Micropolitan Statistical Area,2,,,Hancock County,Georgia,13141,Outlying
33340,,376,"Milwaukee-Waukesha-West Allis, WI",Metropolitan Statistical Area,1,,"Milwaukee-Racine-Waukesha, WI",Milwaukee County,Wisconsin,55079,Central
33340,,376,"Milwaukee-Waukesha-West Allis, WI",Metropolitan Statistical Area,1,,"Milwaukee-Racine-Waukesha, WI",Ozaukee County,Wisconsin,55089,Central
33340,,376,"Milwaukee-Waukesha-West Allis, WI",Metropolitan Statistical Area,1,,"Milwaukee-Racine-Waukesha, WI",Washington County,Wisconsin,55131,Outlying
33340,,376,"Milwaukee-Waukesha-West Allis, WI",Metropolitan Statistical Area,1,,"Milwaukee-Racine-Waukesha, WI",Waukesha County,Wisconsin,55133,Central
33380,,508,"Minden, LA",Micropolitan Statistical Area,2,,"Shreveport-Bossier City-Minden, LA",Webster Parish,Louisiana,22119,Central
33420,,206,"Mineral Wells, TX",Micropolitan Statistical Area,2,,"Dallas-Fort Worth, TX",Palo Pinto County,Texas,48363,Central
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,1,,"Minneapolis-St. Paul-St. Cloud, MN-WI",Anoka County,Minnesota,27003,Central
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,1,,"Minneapolis-St. Paul-St. Cloud, MN-WI",Carver County,Minnesota,27019,Central
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,1,,"Minneapolis-St. Paul-St. Cloud, MN-WI",Chisago County,Minnesota,27025,Outlying
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,1,,"Minneapolis-St. Paul-St. Cloud, MN-WI",Dakota County,Minnesota,27037,Central
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,1,,"Minneapolis-St. Paul-St. Cloud, MN-WI",Hennepin County,Minnesota,27053,Central
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,1,,"Minneapolis-St. Paul-St. Cloud, MN-WI",Isanti County,Minnesota,27059,Outlying
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,1,,"Minneapolis-St. Paul-St. Cloud, MN-WI",Ramsey County,Minnesota,27123,Central
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,1,,"Minneapolis-St. Paul-St. Cloud, MN-WI",Scott County,Minnesota,27139,Central
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,1,,"Minneapolis-St. Paul-St. Cloud, MN-WI",Sherburne County,Minnesota,27141,Outlying
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,1,,"Minneapolis-St. Paul-St. Cloud, MN-WI",Washington County,Minnesota,27163,Central
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,1,,"Minneapolis-St. Paul-St. Cloud, MN-WI",Wright County,Minnesota,27171,Outlying
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,1,,"Minneapolis-St. Paul-St. Cloud, MN-WI",Pierce County,Wisconsin,55093,Outlying
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,1,,"Minneapolis-St. Paul-St. Cloud, MN-WI",St. Croix County,Wisconsin,55109,Outlying
33500,,,"Minot, ND",Micropolitan Statistical Area,2,,,McHenry County,North Dakota,38049,Outlying
33500,,,"Minot, ND",Micropolitan Statistical Area,2,,,Renville County,North Dakota,38075,Outlying
33500,,,"Minot, ND",Micropolitan Statistical Area,2,,,Ward County,North Dakota,38101,Central
33540,,,"Missoula, MT",Metropolitan Statistical Area,1,,,Missoula County,Montana,30063,Central
33580,,,"Mitchell, SD",Micropolitan Statistical Area,2,,,Davison County,South Dakota,46035,Central
33580,,,"Mitchell, SD",Micropolitan Statistical Area,2,,,Hanson County,South Dakota,46061,Outlying
33620,,,"Moberly, MO",Micropolitan Statistical Area,2,,,Randolph County,Missouri,29175,Central
33660,,380,"Mobile, AL",Metropolitan Statistical Area,1,,"Mobile-Daphne-Fairhope, AL",Mobile County,Alabama,01097,Central
33700,,,"Modesto, CA",Metropolitan Statistical Area,1,,,Stanislaus County,California,06099,Central
33740,,384,"Monroe, LA",Metropolitan Statistical Area,1,,"Monroe-Bastrop, LA",Ouachita Parish,Louisiana,22073,Central
33740,,384,"Monroe, LA",Metropolitan Statistical Area,1,,"Monroe-Bastrop, LA",Union Parish,Louisiana,22111,Outlying
33780,,220,"Monroe, MI",Metropolitan Statistical Area,1,,"Detroit-Warren-Flint, MI",Monroe County,Michigan,26115,Central
33820,,,"Monroe, WI",Micropolitan Statistical Area,2,,,Green County,Wisconsin,55045,Central
33860,,388,"Montgomery, AL",Metropolitan Statistical Area,1,,"Montgomery-Alexander City, AL",Autauga County,Alabama,01001,Outlying
33860,,388,"Montgomery, AL",Metropolitan Statistical Area,1,,"Montgomery-Alexander City, AL",Elmore County,Alabama,01051,Outlying
33860,,388,"Montgomery, AL",Metropolitan Statistical Area,1,,"Montgomery-Alexander City, AL",Lowndes County,Alabama,01085,Outlying
33860,,388,"Montgomery, AL",Metropolitan Statistical Area,1,,"Montgomery-Alexander City, AL",Montgomery County,Alabama,01101,Central
33940,,,"Montrose, CO",Micropolitan Statistical Area,2,,,Montrose County,Colorado,08085,Central
33980,,,"Morehead City, NC",Micropolitan Statistical Area,2,,,Carteret County,North Carolina,37031,Central
34020,,,"Morgan City, LA",Micropolitan Statistical Area,2,,,St. Mary Parish,Louisiana,22101,Central
34060,,,"Morgantown, WV",Metropolitan Statistical Area,1,,,Monongalia County,West Virginia,54061,Central
34060,,,"Morgantown, WV",Metropolitan Statistical Area,1,,,Preston County,West Virginia,54077,Outlying
34100,,314,"Morristown, TN",Metropolitan Statistical Area,1,,"Knoxville-Sevierville-La Follette, TN",Grainger County,Tennessee,47057,Outlying
34100,,314,"Morristown, TN",Metropolitan Statistical Area,1,,"Knoxville-Sevierville-La Follette, TN",Hamblen County,Tennessee,47063,Central
34100,,314,"Morristown, TN",Metropolitan Statistical Area,1,,"Knoxville-Sevierville-La Follette, TN",Jefferson County,Tennessee,47089,Central
34140,,,"Moscow, ID",Micropolitan Statistical Area,2,,,Latah County,Idaho,16057,Central
34180,,,"Moses Lake, WA",Micropolitan Statistical Area,2,,,Grant County,Washington,53025,Central
34220,,,"Moultrie, GA",Micropolitan Statistical Area,2,,,Colquitt County,Georgia,13071,Central
34260,,,"Mountain Home, AR",Micropolitan Statistical Area,2,,,Baxter County,Arkansas,05005,Central
34300,,,"Mountain Home, ID",Micropolitan Statistical Area,2,,,Elmore County,Idaho,16039,Central
34340,,268,"Mount Airy, NC",Micropolitan Statistical Area,2,,"Greensboro--Winston-Salem--High Point, NC",Surry County,North Carolina,37171,Central
34380,,,"Mount Pleasant, MI",Micropolitan Statistical Area,2,,,Isabella County,Michigan,26073,Central
34420,,,"Mount Pleasant, TX",Micropolitan Statistical Area,2,,,Titus County,Texas,48449,Central
34460,,336,"Mount Sterling, KY",Micropolitan Statistical Area,2,,"Lexington-Fayette--Frankfort--Richmond, KY",Bath County,Kentucky,21011,Outlying
34460,,336,"Mount Sterling, KY",Micropolitan Statistical Area,2,,"Lexington-Fayette--Frankfort--Richmond, KY",Menifee County,Kentucky,21165,Outlying
34460,,336,"Mount Sterling, KY",Micropolitan Statistical Area,2,,"Lexington-Fayette--Frankfort--Richmond, KY",Montgomery County,Kentucky,21173,Central
34500,,,"Mount Vernon, IL",Micropolitan Statistical Area,2,,,Hamilton County,Illinois,17065,Outlying
34500,,,"Mount Vernon, IL",Micropolitan Statistical Area,2,,,Jefferson County,Illinois,17081,Central
34540,,198,"Mount Vernon, OH",Micropolitan Statistical Area,2,,"Columbus-Marion-Chillicothe, OH",Knox County,Ohio,39083,Central
34580,,500,"Mount Vernon-Anacortes, WA",Metropolitan Statistical Area,1,,"Seattle-Tacoma-Olympia, WA",Skagit County,Washington,53057,Central
34620,,,"Muncie, IN",Metropolitan Statistical Area,1,,,Delaware County,Indiana,18035,Central
34660,,,"Murray, KY",Micropolitan Statistical Area,2,,,Calloway County,Kentucky,21035,Central
34700,,,"Muscatine, IA",Micropolitan Statistical Area,2,,,Louisa County,Iowa,19115,Outlying
34700,,,"Muscatine, IA",Micropolitan Statistical Area,2,,,Muscatine County,Iowa,19139,Central
34740,,266,"Muskegon-Norton Shores, MI",Metropolitan Statistical Area,1,,"Grand Rapids-Muskegon-Holland, MI",Muskegon County,Michigan,26121,Central
34780,,,"Muskogee, OK",Micropolitan Statistical Area,2,,,Muskogee County,Oklahoma,40101,Central
34820,,396,"Myrtle Beach-North Myrtle Beach-Conway, SC",Metropolitan Statistical Area,1,,"Myrtle Beach-Conway-Georgetown, SC",Horry County,South Carolina,45051,Central
34860,,,"Nacogdoches, TX",Micropolitan Statistical Area,2,,,Nacogdoches County,Texas,48347,Central
34900,,488,"Napa, CA",Metropolitan Statistical Area,1,,"San Jose-San Francisco-Oakland, CA",Napa County,California,06055,Central
34940,,,"Naples-Marco Island, FL",Metropolitan Statistical Area,1,,,Collier County,Florida,12021,Central
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,1,,"Nashville-Davidson--Murfreesboro--Columbia, TN",Cannon County,Tennessee,47015,Outlying
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,1,,"Nashville-Davidson--Murfreesboro--Columbia, TN",Cheatham County,Tennessee,47021,Outlying
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,1,,"Nashville-Davidson--Murfreesboro--Columbia, TN",Davidson County,Tennessee,47037,Central
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,1,,"Nashville-Davidson--Murfreesboro--Columbia, TN",Dickson County,Tennessee,47043,Outlying
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,1,,"Nashville-Davidson--Murfreesboro--Columbia, TN",Hickman County,Tennessee,47081,Outlying
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,1,,"Nashville-Davidson--Murfreesboro--Columbia, TN",Macon County,Tennessee,47111,Outlying
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,1,,"Nashville-Davidson--Murfreesboro--Columbia, TN",Robertson County,Tennessee,47147,Central
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,1,,"Nashville-Davidson--Murfreesboro--Columbia, TN",Rutherford County,Tennessee,47149,Outlying
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,1,,"Nashville-Davidson--Murfreesboro--Columbia, TN",Smith County,Tennessee,47159,Outlying
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,1,,"Nashville-Davidson--Murfreesboro--Columbia, TN",Sumner County,Tennessee,47165,Central
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,1,,"Nashville-Davidson--Murfreesboro--Columbia, TN",Trousdale County,Tennessee,47169,Outlying
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,1,,"Nashville-Davidson--Murfreesboro--Columbia, TN",Williamson County,Tennessee,47187,Central
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,1,,"Nashville-Davidson--Murfreesboro--Columbia, TN",Wilson County,Tennessee,47189,Central
35020,,,"Natchez, MS-LA",Micropolitan Statistical Area,2,,,Concordia Parish,Louisiana,22029,Central
35020,,,"Natchez, MS-LA",Micropolitan Statistical Area,2,,,Adams County,Mississippi,28001,Central
35060,,,"Natchitoches, LA",Micropolitan Statistical Area,2,,,Natchitoches Parish,Louisiana,22069,Central
35100,,,"New Bern, NC",Micropolitan Statistical Area,2,,,Craven County,North Carolina,37049,Central
35100,,,"New Bern, NC",Micropolitan Statistical Area,2,,,Jones County,North Carolina,37103,Outlying
35100,,,"New Bern, NC",Micropolitan Statistical Area,2,,,Pamlico County,North Carolina,37137,Outlying
35140,,192,"Newberry, SC",Micropolitan Statistical Area,2,,"Columbia-Newberry, SC",Newberry County,South Carolina,45071,Central
35220,,294,"New Castle, IN",Micropolitan Statistical Area,2,,"Indianapolis-Anderson-Columbus, IN",Henry County,Indiana,18065,Central
35260,,430,"New Castle, PA",Micropolitan Statistical Area,2,,"Pittsburgh-New Castle, PA",Lawrence County,Pennsylvania,42073,Central
35300,,408,"New Haven-Milford, CT",Metropolitan Statistical Area,1,,"New York-Newark-Bridgeport, NY-NJ-CT-PA",New Haven County,Connecticut,09009,Central
35340,,318,"New Iberia, LA",Micropolitan Statistical Area,2,,"Lafayette-Acadiana, LA",Iberia Parish,Louisiana,22045,Central
35380,,406,"New Orleans-Metairie-Kenner, LA",Metropolitan Statistical Area,1,,"New Orleans-Metairie-Bogalusa, LA",Jefferson Parish,Louisiana,22051,Central
35380,,406,"New Orleans-Metairie-Kenner, LA",Metropolitan Statistical Area,1,,"New Orleans-Metairie-Bogalusa, LA",Orleans Parish,Louisiana,22071,Central
35380,,406,"New Orleans-Metairie-Kenner, LA",Metropolitan Statistical Area,1,,"New Orleans-Metairie-Bogalusa, LA",Plaquemines Parish,Louisiana,22075,Central
35380,,406,"New Orleans-Metairie-Kenner, LA",Metropolitan Statistical Area,1,,"New Orleans-Metairie-Bogalusa, LA",St. Bernard Parish,Louisiana,22087,Central
35380,,406,"New Orleans-Metairie-Kenner, LA",Metropolitan Statistical Area,1,,"New Orleans-Metairie-Bogalusa, LA",St. Charles Parish,Louisiana,22089,Outlying
35380,,406,"New Orleans-Metairie-Kenner, LA",Metropolitan Statistical Area,1,,"New Orleans-Metairie-Bogalusa, LA",St. John the Baptist Parish,Louisiana,22095,Outlying
35380,,406,"New Orleans-Metairie-Kenner, LA",Metropolitan Statistical Area,1,,"New Orleans-Metairie-Bogalusa, LA",St. Tammany Parish,Louisiana,22103,Outlying
35420,,,"New Philadelphia-Dover, OH",Micropolitan Statistical Area,2,,,Tuscarawas County,Ohio,39157,Central
35460,,314,"Newport, TN",Micropolitan Statistical Area,2,,"Knoxville-Sevierville-La Follette, TN",Cocke County,Tennessee,47029,Central
35500,,218,"Newton, IA",Micropolitan Statistical Area,2,,"Des Moines-Newton-Pella, IA",Jasper County,Iowa,19099,Central
35580,,,"New Ulm, MN",Micropolitan Statistical Area,2,,,Brown County,Minnesota,27015,Central
35620,35644,408,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Metropolitan Statistical Area,1,"New York-White Plains-Wayne, NY-NJ","New York-Newark-Bridgeport, NY-NJ-CT-PA",Bergen County,New Jersey,34003,Central
35620,35084,408,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Metropolitan Statistical Area,1,"Newark-Union, NJ-PA","New York-Newark-Bridgeport, NY-NJ-CT-PA",Essex County,New Jersey,34013,Central
35620,35644,408,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Metropolitan Statistical Area,1,"New York-White Plains-Wayne, NY-NJ","New York-Newark-Bridgeport, NY-NJ-CT-PA",Hudson County,New Jersey,34017,Central
35620,35084,408,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Metropolitan Statistical Area,1,"Newark-Union, NJ-PA","New York-Newark-Bridgeport, NY-NJ-CT-PA",Hunterdon County,New Jersey,34019,Central
35620,20764,408,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Metropolitan Statistical Area,1,"Edison-New Brunswick, NJ","New York-Newark-Bridgeport, NY-NJ-CT-PA",Middlesex County,New Jersey,34023,Central
35620,20764,408,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Metropolitan Statistical Area,1,"Edison-New Brunswick, NJ","New York-Newark-Bridgeport, NY-NJ-CT-PA",Monmouth County,New Jersey,34025,Central
35620,35084,408,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Metropolitan Statistical Area,1,"Newark-Union, NJ-PA","New York-Newark-Bridgeport, NY-NJ-CT-PA",Morris County,New Jersey,34027,Central
35620,20764,408,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Metropolitan Statistical Area,1,"Edison-New Brunswick, NJ","New York-Newark-Bridgeport, NY-NJ-CT-PA",Ocean County,New Jersey,34029,Central
35620,35644,408,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Metropolitan Statistical Area,1,"New York-White Plains-Wayne, NY-NJ","New York-Newark-Bridgeport, NY-NJ-CT-PA",Passaic County,New Jersey,34031,Central
35620,20764,408,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Metropolitan Statistical Area,1,"Edison-New Brunswick, NJ","New York-Newark-Bridgeport, NY-NJ-CT-PA",Somerset County,New Jersey,34035,Central
35620,35084,408,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Metropolitan Statistical Area,1,"Newark-Union, NJ-PA","New York-Newark-Bridgeport, NY-NJ-CT-PA",Sussex County,New Jersey,34037,Central
35620,35084,408,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Metropolitan Statistical Area,1,"Newark-Union, NJ-PA","New York-Newark-Bridgeport, NY-NJ-CT-PA",Union County,New Jersey,34039,Central
35620,35644,408,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Metropolitan Statistical Area,1,"New York-White Plains-Wayne, NY-NJ","New York-Newark-Bridgeport, NY-NJ-CT-PA",Bronx County,New York,36005,Central
35620,35644,408,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Metropolitan Statistical Area,1,"New York-White Plains-Wayne, NY-NJ","New York-Newark-Bridgeport, NY-NJ-CT-PA",Kings County,New York,36047,Central
35620,35004,408,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Metropolitan Statistical Area,1,"Nassau-Suffolk, NY","New York-Newark-Bridgeport, NY-NJ-CT-PA",Nassau County,New York,36059,Central
